anio;jurisdiccion;Empresa;linea
08/2017;NACIONAL;"SARGENTO CABRAL S.A.DE TRANSPORTE";"LINEA 136 BS AS
"
08/2017;NACIONAL;"SOCIEDAD ANONIMA EXPRESO SUDOESTE";"LINEA 85
"
08/2017;NACIONAL;"SOFSE - Belgrano Sur";"FFCC BELGRANO SUR
"
08/2017;NACIONAL;"SOFSE - Mitre";"FFCC MITRE-SUAREZ
"
08/2017;NACIONAL;"SOFSE - Mitre";"FFCC MITRE-TIGRE
"
08/2017;NACIONAL;"SOFSE - Mitre";"FFCC MITRE
"
08/2017;NACIONAL;"SOFSE - Mitre";"FFCC MITRE-ZARATE
"
08/2017;NACIONAL;"SOFSE - Roca";"FFCC ROCA
"
08/2017;NACIONAL;"SOFSE - San Martin";"FFCC SAN MARTIN
"
08/2017;NACIONAL;"SOFSE- SARMIENTO";"FFCC SARMIENTO
"
08/2017;NACIONAL;"SOFSE- TREN DE LA COSTA";"FFCC TREN DE LA COSTA
"
08/2017;NACIONAL;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";"LINEA 2
"
08/2017;NACIONAL;"TRANSP. AUTOMOTORES 12 DE OCTUBRE S.A.C.";"LINEA 7
"
08/2017;NACIONAL;"TRANSP. SGTO. CABRAL";"LINEA 102
"
08/2017;NACIONAL;"TRANSPORTE AUTOMOTOR PLAZA S.A.C.I.";"LINEA 133
"
08/2017;NACIONAL;"TRANSPORTE AUTOMOTOR PLAZA S.A.C.I.";"LINEA 114
"
08/2017;NACIONAL;"TRANSPORTE AUTOMOTOR PLAZA S.A.C.I.";"LINEA 129
"
08/2017;NACIONAL;"TRANSPORTE AUTOMOTOR PLAZA S.A.C.I.";"LINEA 140
"
08/2017;NACIONAL;"TRANSPORTE AUTOMOTOR PLAZA S.A.C.I.";"LINEA 143
"
08/2017;NACIONAL;"TRANSPORTE AUTOMOTOR PLAZA S.A.C.I.";"LINEA 62
"
08/2017;NACIONAL;"TRANSPORTE AUTOMOTOR PLAZA S.A.C.I.";"LINEA 61
"
08/2017;NACIONAL;"TRANSPORTE ESCALADA S.A.T.";"LINEA 169
"
08/2017;NACIONAL;"TRANSPORTE ESCALADA S.A.T.";"LINEA 175
"
08/2017;NACIONAL;"TRANSPORTE IDEAL SAN JUSTO S.A.";"LINEA 96
"
08/2017;NACIONAL;"TRANSPORTE IDEAL SAN JUSTO S.A.";"LINEA 185
"
08/2017;NACIONAL;"TRANSPORTE LARRAZABAL C.I.S.A.";"LINEA 20
"
08/2017;NACIONAL;"TRANSPORTE LARRAZABAL C.I.S.A.";"LINEA 117
"
08/2017;NACIONAL;"TRANSPORTE LARRAZABAL C.I.S.A.";"LINEA 188
"
08/2017;NACIONAL;"TRANSPORTE LARRAZABAL C.I.S.A.";"LINEA 161
"
08/2017;NACIONAL;"TRANSPORTE NUEVE DE JULIO SAC.";"LINEA 109
"
08/2017;NACIONAL;"TRANSPORTES 1º SEPTIEMBRE S.A.";"LINEA 93
"
08/2017;NACIONAL;"TRANSPORTES 27 DE JUNIO S.A.C.I.F.";"LINEA 99
"
08/2017;NACIONAL;"TRANSPORTES 270 S.A.";"LINEA 70
"
08/2017;NACIONAL;"TRANSPORTES ALMIRANTE BROWN S.A.";"LINEA 33
"
08/2017;NACIONAL;"TRANSPORTES ATLANTIDA S.A.C.";"LINEA 57
"
08/2017;NACIONAL;"TRANSPORTES AUTOMOTORES CALLAO S.A.";"LINEA 12
"
08/2017;NACIONAL;"TRANSPORTES AUTOMOTORES CALLAO S.A.";"LINEA 124
"
08/2017;NACIONAL;"TRANSPORTES AUTOMOTORES RIACHUELO S.A.";"LINEA 100
"
08/2017;NACIONAL;"TRANSPORTES AUTOMOTORES RIACHUELO S.A.";"LINEA 134
"
08/2017;NACIONAL;"TRANSPORTES AUTOMOTORES RIACHUELO S.A.";"LINEA 115
"
08/2017;NACIONAL;"TRANSPORTES AVENIDA BERNARDO ADER S.A.";"LINEA 130
"
08/2017;NACIONAL;"TRANSPORTES COLEGIALES S.A.C.I.";"LINEA 42
"
08/2017;NACIONAL;"TRANSPORTES DEL TEJAR S.A.";"LINEA 67
"
08/2017;NACIONAL;"TRANSPORTES LINEA 123 S.A.C.I.";"LINEA 123
"
08/2017;NACIONAL;"TRANSPORTES LOPE DE VEGA S.A.C.I.";"LINEA 91
"
08/2017;NACIONAL;"TRANSPORTES LOPE DE VEGA S.A.C.I.";"LINEA 56
"
08/2017;NACIONAL;"TRANSPORTES LOPE DE VEGA S.A.C.I.";"LINEA 135
"
08/2017;NACIONAL;"TRANSPORTES LOPE DE VEGA S.A.C.I.";"LINEA 76
"
08/2017;NACIONAL;"TRANSPORTES NUEVA CHICAGO C.I.S.A.";"LINEA 80
"
08/2017;NACIONAL;"TRANSPORTES QUIRNO COSTA S.A.C.I.";"LINEA 103
"
08/2017;NACIONAL;"TRANSPORTES RIO GRANDE S.A.C.I.F.";"LINEA 23
"
08/2017;NACIONAL;"TRANSPORTES RIO GRANDE S.A.C.I.F.";"LINEA 8
"
08/2017;NACIONAL;"TRANSPORTES RIO GRANDE S.A.C.I.F.";"LINEA 5
"
08/2017;NACIONAL;"TRANSPORTES SAN CAYETANO S.A.C.";"LINEA 1
"
08/2017;NACIONAL;"TRANSPORTES SANTA FE S.A.C.I.";"LINEA 39
"
08/2017;NACIONAL;"TRANSPORTES SESENTA Y OCHO S.R.L.";"LINEA 68
"
08/2017;NACIONAL;"TRANSPORTES SOL DE MAYO C.I.S.A.";"LINEA 4
"
08/2017;NACIONAL;"TRANSPORTES SUR-NOR C.I.S.A.";"LINEA 15
"
08/2017;NACIONAL;"TTES.AUTOMOTORES DE PASAJEROS SIGLO XXI SA";"LINEA 181
"
08/2017;NACIONAL;"UNION TRANSPORTISTAS DE EMPRESAS SA";"LINEA 46
"
08/2017;NACIONAL;"VUELTA DE ROCHA S.A.T.C.I.";"LINEA 64
"
07/2017;NACIONAL;"17 DE AGOSTO S.A.";"LINEA 26
"
07/2017;NACIONAL;"4 DE SEPTIEMBRE S.A.T.C.P.";"LINEA 37
"
07/2017;NACIONAL;"ALMAFUERTE S.A.T.A.C.I.";"LINEA 55
"
07/2017;NACIONAL;"AZUL S.A. DE TRANSPORTE AUTOMOTOR";"LINEA 41
"
07/2017;NACIONAL;"BERNARDINO RIVADAVIA S.A.T.A.";"LINEA 113
"
07/2017;NACIONAL;"BERNARDINO RIVADAVIA S.A.T.A.";"LINEA 63
"
07/2017;NACIONAL;"BUENOS AIRES BUS SOCIEDAD ANONIMA";"LINEA 49
"
07/2017;NACIONAL;"BUS DEL OESTE S.A.";"LINEA 97
"
07/2017;NACIONAL;"CARDENAS S.A. EMPRESA DE TRANSPORTES";"LINEA 126
"
07/2017;NACIONAL;"COLECTIVEROS UNIDOS S.A.";"LINEA 106
"
07/2017;NACIONAL;"COMPAÑIA MICROOMNIBUS LA COLORADA SACI";"LINEA 178
"
07/2017;NACIONAL;"D.O.T.A. S.A. DE TRANSPORTE AUTOMOTOR";"LINEA 44
"
07/2017;NACIONAL;"D.O.T.A. S.A. DE TRANSPORTE AUTOMOTOR";"LINEA 28
"
07/2017;NACIONAL;"D.O.T.A. S.A. DE TRANSPORTE AUTOMOTOR";"LINEA 101
"
07/2017;NACIONAL;"D.U.V.I. SOCIEDAD ANONIMA";"LINEA 193
"
07/2017;NACIONAL;"D.U.V.I. SOCIEDAD ANONIMA";"LINEA 86
"
07/2017;NACIONAL;"EL NUEVO HALCON S.A.";"LINEA 148
"
07/2017;NACIONAL;"EL PUENTE S.A.T.";"LINEA 128
"
07/2017;NACIONAL;"EL PUENTE S.A.T.";"LINEA 32A
"
07/2017;NACIONAL;"EL PUENTE S.A.T.";"LINEA 158
"
07/2017;NACIONAL;"EL PUENTE S.A.T.";"LINEA 75
"
07/2017;NACIONAL;"EMP.DE TRANSP. PEDRO DE MENDOZA C.I.S.A.";"LINEA 29
"
07/2017;NACIONAL;"EMP.DE TRANSP.MICROOMN.SAENZ PEÑA S.R.L.";"LINEA 92
"
07/2017;NACIONAL;"EMP.TRANSP.AUTOM.DE PASAJEROS S.A.C.I.F.";"LINEA 24
"
07/2017;NACIONAL;"EMPRESA ANTARTIDA ARGENTINA S.A.T.";"LINEA 95
"
07/2017;NACIONAL;"EMPRESA DE TRANSP. MARIANO MORENO S.A.";"LINEA 36
"
07/2017;NACIONAL;"EMPRESA DE TRANSP. TTE. GRAL. ROCA S.A";"LINEA 108
"
07/2017;NACIONAL;"EMPRESA DE TRANSP. TTE. GRAL. ROCA S.A";"LINEA 21
"
07/2017;NACIONAL;"EMPRESA DE TRANSPORTES 104 S.R.L.";"LINEA 104
"
07/2017;NACIONAL;"EMPRESA DE TRANSPORTES AMERICA S.A.C.I.";"LINEA 105
"
07/2017;NACIONAL;"EMPRESA LINEA 216 S.A.T.";"LINEA 166
"
07/2017;NACIONAL;"EMPRESA TANDILENSE S.A.C.I.F.I.Y DE S.";"LINEA 152
"
07/2017;NACIONAL;"EXPRESO GENERAL SARMIENTO S.A.";"LINEA 176
"
07/2017;NACIONAL;"EXPRESO LOMAS S.A.";"LINEA 165
"
07/2017;NACIONAL;"EXPRESO LOMAS S.A.";"LINEA 112
"
07/2017;NACIONAL;"EXPRESO QUILMES S.A.";"LINEA 98
"
07/2017;NACIONAL;"EXPRESO SAN ISIDRO S.A.T.C.I.F.I.";"LINEA 168
"
07/2017;NACIONAL;"FERROVIAS S.A.";"FFCC BELGRANO NORTE
"
07/2017;NACIONAL;"GENERAL PUEYRREDON S.A.T.C.I.";"LINEA 110
"
07/2017;NACIONAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 84
"
07/2017;NACIONAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 9
"
07/2017;NACIONAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 25
"
07/2017;NACIONAL;"GRUPO LINEA 179 S.A.";"LINEA 179
"
07/2017;NACIONAL;"JUAN B. JUSTO S.A.T.C.I.";"LINEA 34
"
07/2017;NACIONAL;"LA CABAÑA S.A.";"LINEA 172
"
07/2017;NACIONAL;"LA CABAÑA S.A.";"LINEA 174 BS AS
"
07/2017;NACIONAL;"LA CENTRAL DE VICENTE LOPEZ S.A.";"LINEA 184
"
07/2017;NACIONAL;"LA NUEVA METROPOL S.A.";"LINEA 65
"
07/2017;NACIONAL;"LA NUEVA METROPOL S.A.";"LINEA 195
"
07/2017;NACIONAL;"LA NUEVA METROPOL S.A.";"LINEA 194
"
07/2017;NACIONAL;"LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS";"LINEA 180
"
07/2017;NACIONAL;"LINEA 10 S.A.";"LINEA 10
"
07/2017;NACIONAL;"LINEA 17 S.A.";"LINEA 17
"
07/2017;NACIONAL;"LINEA 213 S.A. DE TRANSPORTE";"LINEA 53
"
07/2017;NACIONAL;"LINEA 22 S.A.";"LINEA 22
"
07/2017;NACIONAL;"LINEA 71 S.A.";"LINEA 71
"
07/2017;NACIONAL;"LINEA DE MICROOMNIBUS 47 S.A.T.C.F.I.";"LINEA 47
"
07/2017;NACIONAL;"LINEA EXPRESO LINIERS S.A.I.Y C.";"LINEA 88
"
07/2017;NACIONAL;"LOS CONSTITUYENTES S.A.T.";"LINEA 87
"
07/2017;NACIONAL;"LOS CONSTITUYENTES S.A.T.";"LINEA 111
"
07/2017;NACIONAL;"LOS CONSTITUYENTES S.A.T.";"LINEA 78
"
07/2017;NACIONAL;"LOS CONSTITUYENTES S.A.T.";"LINEA 127
"
07/2017;NACIONAL;"M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR";"LINEA 151
"
07/2017;NACIONAL;"M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR";"LINEA 90
"
07/2017;NACIONAL;"MAYO S.A.T.A.";"LINEA 141
"
07/2017;NACIONAL;METROVIAS;"LINEA E
"
07/2017;NACIONAL;METROVIAS;"LINEA PREMETRO
"
07/2017;NACIONAL;METROVIAS;"LINEA D
"
07/2017;NACIONAL;METROVIAS;"LINEA A
"
07/2017;NACIONAL;METROVIAS;"LINEA B
"
07/2017;NACIONAL;METROVIAS;"LINEA C
"
07/2017;NACIONAL;METROVIAS;"LINEA H
"
07/2017;NACIONAL;"METROVIAS S.A. (URQUIZA)";"FFCC URQUIZA
"
07/2017;NACIONAL;"MICRO OMNIBUS NORTE S.A.";"LINEA 60
"
07/2017;NACIONAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";"LINEA 159
"
07/2017;NACIONAL;"MICRO OMNIBUS SUR S.A.C.";"LINEA 160
"
07/2017;NACIONAL;"MICROOMNIBUS BARRANCAS DE BELGRANO S.A.";"LINEA 118
"
07/2017;NACIONAL;"MICROOMNIBUS CIUDAD DE BS.AS. S.A.T.C.I";"LINEA 59
"
07/2017;NACIONAL;"MICROOMNIBUS CUARENTA Y CINCO S.A.C.I.F.";"LINEA 154
"
07/2017;NACIONAL;"MICROOMNIBUS CUARENTA Y CINCO S.A.C.I.F.";"LINEA 45
"
07/2017;NACIONAL;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";"LINEA 19
"
07/2017;NACIONAL;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";"LINEA 153 BS AS
"
07/2017;NACIONAL;"NUDO S.A.";"LINEA 107
"
07/2017;NACIONAL;"NUDO S.A.";"LINEA 50
"
07/2017;NACIONAL;"NUDO S.A.";"LINEA 6
"
07/2017;NACIONAL;"NUDO S.A.";"LINEA 150
"
07/2017;NACIONAL;"NUEVOS RUMBOS S.A.T.A.C.I.F.I.";"LINEA 132
"
07/2017;NACIONAL;"ROCARAZA S.A.";"LINEA 146
"
07/2017;NACIONAL;"ROCARAZA S.A.";"LINEA 031
"
07/2017;NACIONAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 51
"
07/2017;NACIONAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 74
"
07/2017;NACIONAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 177
"
07/2017;NACIONAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 79
"
07/2017;NACIONAL;"SARGENTO CABRAL S.A.DE TRANSPORTE";"LINEA 182
"
07/2017;NACIONAL;"SARGENTO CABRAL S.A.DE TRANSPORTE";"LINEA 163 BS AS
"
07/2017;NACIONAL;"SARGENTO CABRAL S.A.DE TRANSPORTE";"LINEA 136 BS AS
"
07/2017;NACIONAL;"SOCIEDAD ANONIMA EXPRESO SUDOESTE";"LINEA 85
"
07/2017;NACIONAL;"SOFSE - Belgrano Sur";"FFCC BELGRANO SUR
"
07/2017;NACIONAL;"SOFSE - Mitre";"FFCC MITRE-ZARATE
"
07/2017;NACIONAL;"SOFSE - Mitre";"FFCC MITRE-SUAREZ
"
07/2017;NACIONAL;"SOFSE - Mitre";"FFCC MITRE
"
07/2017;NACIONAL;"SOFSE - Mitre";"FFCC MITRE-TIGRE
"
07/2017;NACIONAL;"SOFSE - Roca";"FFCC ROCA
"
07/2017;NACIONAL;"SOFSE - San Martin";"FFCC SAN MARTIN
"
07/2017;NACIONAL;"SOFSE- SARMIENTO";"FFCC SARMIENTO
"
07/2017;NACIONAL;"SOFSE- TREN DE LA COSTA";"FFCC TREN DE LA COSTA
"
07/2017;NACIONAL;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";"LINEA 2
"
07/2017;NACIONAL;"TRANSP. AUTOMOTORES 12 DE OCTUBRE S.A.C.";"LINEA 7
"
07/2017;NACIONAL;"TRANSP. SGTO. CABRAL";"LINEA 102
"
07/2017;NACIONAL;"TRANSPORTE AUTOMOTOR PLAZA S.A.C.I.";"LINEA 61
"
07/2017;NACIONAL;"TRANSPORTE AUTOMOTOR PLAZA S.A.C.I.";"LINEA 140
"
07/2017;NACIONAL;"TRANSPORTE AUTOMOTOR PLAZA S.A.C.I.";"LINEA 143
"
07/2017;NACIONAL;"TRANSPORTE AUTOMOTOR PLAZA S.A.C.I.";"LINEA 114
"
07/2017;NACIONAL;"TRANSPORTE AUTOMOTOR PLAZA S.A.C.I.";"LINEA 129
"
07/2017;NACIONAL;"TRANSPORTE AUTOMOTOR PLAZA S.A.C.I.";"LINEA 62
"
07/2017;NACIONAL;"TRANSPORTE AUTOMOTOR PLAZA S.A.C.I.";"LINEA 133
"
07/2017;NACIONAL;"TRANSPORTE ESCALADA S.A.T.";"LINEA 175
"
07/2017;NACIONAL;"TRANSPORTE ESCALADA S.A.T.";"LINEA 169
"
07/2017;NACIONAL;"TRANSPORTE IDEAL SAN JUSTO S.A.";"LINEA 96
"
07/2017;NACIONAL;"TRANSPORTE IDEAL SAN JUSTO S.A.";"LINEA 185
"
07/2017;NACIONAL;"TRANSPORTE LARRAZABAL C.I.S.A.";"LINEA 188
"
07/2017;NACIONAL;"TRANSPORTE LARRAZABAL C.I.S.A.";"LINEA 117
"
07/2017;NACIONAL;"TRANSPORTE LARRAZABAL C.I.S.A.";"LINEA 161
"
07/2017;NACIONAL;"TRANSPORTE LARRAZABAL C.I.S.A.";"LINEA 20
"
07/2017;NACIONAL;"TRANSPORTE NUEVE DE JULIO SAC.";"LINEA 109
"
07/2017;NACIONAL;"TRANSPORTES 1º SEPTIEMBRE S.A.";"LINEA 93
"
07/2017;NACIONAL;"TRANSPORTES 27 DE JUNIO S.A.C.I.F.";"LINEA 99
"
07/2017;NACIONAL;"TRANSPORTES 270 S.A.";"LINEA 70
"
07/2017;NACIONAL;"TRANSPORTES ALMIRANTE BROWN S.A.";"LINEA 33
"
07/2017;NACIONAL;"TRANSPORTES ATLANTIDA S.A.C.";"LINEA 57
"
07/2017;NACIONAL;"TRANSPORTES AUTOMOTORES CALLAO S.A.";"LINEA 12
"
07/2017;NACIONAL;"TRANSPORTES AUTOMOTORES CALLAO S.A.";"LINEA 124
"
07/2017;NACIONAL;"TRANSPORTES AUTOMOTORES RIACHUELO S.A.";"LINEA 134
"
07/2017;NACIONAL;"TRANSPORTES AUTOMOTORES RIACHUELO S.A.";"LINEA 100
"
07/2017;NACIONAL;"TRANSPORTES AUTOMOTORES RIACHUELO S.A.";"LINEA 115
"
07/2017;NACIONAL;"TRANSPORTES AVENIDA BERNARDO ADER S.A.";"LINEA 130
"
07/2017;NACIONAL;"TRANSPORTES COLEGIALES S.A.C.I.";"LINEA 42
"
07/2017;NACIONAL;"TRANSPORTES DEL TEJAR S.A.";"LINEA 67
"
07/2017;NACIONAL;"TRANSPORTES LINEA 123 S.A.C.I.";"LINEA 123
"
07/2017;NACIONAL;"TRANSPORTES LOPE DE VEGA S.A.C.I.";"LINEA 76
"
07/2017;NACIONAL;"TRANSPORTES LOPE DE VEGA S.A.C.I.";"LINEA 91
"
07/2017;NACIONAL;"TRANSPORTES LOPE DE VEGA S.A.C.I.";"LINEA 135
"
07/2017;NACIONAL;"TRANSPORTES LOPE DE VEGA S.A.C.I.";"LINEA 56
"
07/2017;NACIONAL;"TRANSPORTES NUEVA CHICAGO C.I.S.A.";"LINEA 80
"
07/2017;NACIONAL;"TRANSPORTES QUIRNO COSTA S.A.C.I.";"LINEA 103
"
07/2017;NACIONAL;"TRANSPORTES RIO GRANDE S.A.C.I.F.";"LINEA 5
"
07/2017;NACIONAL;"TRANSPORTES RIO GRANDE S.A.C.I.F.";"LINEA 23
"
07/2017;NACIONAL;"TRANSPORTES RIO GRANDE S.A.C.I.F.";"LINEA 8
"
07/2017;NACIONAL;"TRANSPORTES SAN CAYETANO S.A.C.";"LINEA 1
"
07/2017;NACIONAL;"TRANSPORTES SANTA FE S.A.C.I.";"LINEA 39
"
07/2017;NACIONAL;"TRANSPORTES SESENTA Y OCHO S.R.L.";"LINEA 68
"
07/2017;NACIONAL;"TRANSPORTES SOL DE MAYO C.I.S.A.";"LINEA 4
"
07/2017;NACIONAL;"TRANSPORTES SUR-NOR C.I.S.A.";"LINEA 15
"
07/2017;NACIONAL;"TTES.AUTOMOTORES DE PASAJEROS SIGLO XXI SA";"LINEA 181
"
07/2017;NACIONAL;"UNION TRANSPORTISTAS DE EMPRESAS SA";"LINEA 46
"
07/2017;NACIONAL;"VUELTA DE ROCHA S.A.T.C.I.";"LINEA 64
"
06/2017;NACIONAL;"17 DE AGOSTO S.A.";"LINEA 26
"
06/2017;NACIONAL;"4 DE SEPTIEMBRE S.A.T.C.P.";"LINEA 37
"
06/2017;NACIONAL;"ALMAFUERTE S.A.T.A.C.I.";"LINEA 55
"
06/2017;NACIONAL;"AZUL S.A. DE TRANSPORTE AUTOMOTOR";"LINEA 41
"
06/2017;NACIONAL;"BERNARDINO RIVADAVIA S.A.T.A.";"LINEA 113
"
06/2017;NACIONAL;"BERNARDINO RIVADAVIA S.A.T.A.";"LINEA 63
"
06/2017;NACIONAL;"BUENOS AIRES BUS SOCIEDAD ANONIMA";"LINEA 49
"
06/2017;NACIONAL;"BUS DEL OESTE S.A.";"LINEA 97
"
06/2017;NACIONAL;"CARDENAS S.A. EMPRESA DE TRANSPORTES";"LINEA 126
"
06/2017;NACIONAL;"COLECTIVEROS UNIDOS S.A.";"LINEA 106
"
06/2017;NACIONAL;"COMPAÑIA MICROOMNIBUS LA COLORADA SACI";"LINEA 178
"
06/2017;NACIONAL;"D.O.T.A. S.A. DE TRANSPORTE AUTOMOTOR";"LINEA 44
"
06/2017;NACIONAL;"D.O.T.A. S.A. DE TRANSPORTE AUTOMOTOR";"LINEA 28
"
06/2017;NACIONAL;"D.O.T.A. S.A. DE TRANSPORTE AUTOMOTOR";"LINEA 101
"
06/2017;NACIONAL;"D.U.V.I. SOCIEDAD ANONIMA";"LINEA 86
"
06/2017;NACIONAL;"D.U.V.I. SOCIEDAD ANONIMA";"LINEA 193
"
06/2017;NACIONAL;"EL NUEVO HALCON S.A.";"LINEA 148
"
06/2017;NACIONAL;"EL PUENTE S.A.T.";"LINEA 158
"
06/2017;NACIONAL;"EL PUENTE S.A.T.";"LINEA 32A
"
06/2017;NACIONAL;"EL PUENTE S.A.T.";"LINEA 75
"
06/2017;NACIONAL;"EL PUENTE S.A.T.";"LINEA 128
"
06/2017;NACIONAL;"EMP.DE TRANSP. PEDRO DE MENDOZA C.I.S.A.";"LINEA 29
"
06/2017;NACIONAL;"EMP.DE TRANSP.MICROOMN.SAENZ PEÑA S.R.L.";"LINEA 92
"
06/2017;NACIONAL;"EMP.TRANSP.AUTOM.DE PASAJEROS S.A.C.I.F.";"LINEA 24
"
06/2017;NACIONAL;"EMPRESA ANTARTIDA ARGENTINA S.A.T.";"LINEA 95
"
06/2017;NACIONAL;"EMPRESA DE TRANSP. MARIANO MORENO S.A.";"LINEA 36
"
06/2017;NACIONAL;"EMPRESA DE TRANSP. TTE. GRAL. ROCA S.A";"LINEA 21
"
06/2017;NACIONAL;"EMPRESA DE TRANSP. TTE. GRAL. ROCA S.A";"LINEA 108
"
06/2017;NACIONAL;"EMPRESA DE TRANSPORTES AMERICA S.A.C.I.";"LINEA 105
"
06/2017;NACIONAL;"EMPRESA LINEA 216 S.A.T.";"LINEA 166
"
06/2017;NACIONAL;"EMPRESA TANDILENSE S.A.C.I.F.I.Y DE S.";"LINEA 152
"
06/2017;NACIONAL;"EXPRESO GENERAL SARMIENTO S.A.";"LINEA 176
"
06/2017;NACIONAL;"EXPRESO LOMAS S.A.";"LINEA 112
"
06/2017;NACIONAL;"EXPRESO LOMAS S.A.";"LINEA 165
"
06/2017;NACIONAL;"EXPRESO QUILMES S.A.";"LINEA 98
"
06/2017;NACIONAL;"EXPRESO SAN ISIDRO S.A.T.C.I.F.I.";"LINEA 168
"
06/2017;NACIONAL;"FERROVIAS S.A.";"FFCC BELGRANO NORTE
"
06/2017;NACIONAL;"GENERAL PUEYRREDON S.A.T.C.I.";"LINEA 110
"
06/2017;NACIONAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 25
"
06/2017;NACIONAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 9
"
06/2017;NACIONAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 84
"
06/2017;NACIONAL;"GRUPO LINEA 179 S.A.";"LINEA 179
"
06/2017;NACIONAL;"JUAN B. JUSTO S.A.T.C.I.";"LINEA 34
"
06/2017;NACIONAL;"LA CABAÑA S.A.";"LINEA 174 BS AS
"
06/2017;NACIONAL;"LA CABAÑA S.A.";"LINEA 172
"
06/2017;NACIONAL;"LA CENTRAL DE VICENTE LOPEZ S.A.";"LINEA 184
"
06/2017;NACIONAL;"LA NUEVA METROPOL S.A.";"LINEA 195
"
06/2017;NACIONAL;"LA NUEVA METROPOL S.A.";"LINEA 65
"
06/2017;NACIONAL;"LA NUEVA METROPOL S.A.";"LINEA 194
"
06/2017;NACIONAL;"LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS";"LINEA 180
"
06/2017;NACIONAL;"LINEA 10 S.A.";"LINEA 10
"
06/2017;NACIONAL;"LINEA 17 S.A.";"LINEA 17
"
06/2017;NACIONAL;"LINEA 213 S.A. DE TRANSPORTE";"LINEA 53
"
06/2017;NACIONAL;"LINEA 22 S.A.";"LINEA 22
"
06/2017;NACIONAL;"LINEA 71 S.A.";"LINEA 71
"
06/2017;NACIONAL;"LINEA DE MICROOMNIBUS 47 S.A.T.C.F.I.";"LINEA 47
"
06/2017;NACIONAL;"LINEA EXPRESO LINIERS S.A.I.Y C.";"LINEA 88
"
06/2017;NACIONAL;"LOS CONSTITUYENTES S.A.T.";"LINEA 87
"
06/2017;NACIONAL;"LOS CONSTITUYENTES S.A.T.";"LINEA 78
"
06/2017;NACIONAL;"LOS CONSTITUYENTES S.A.T.";"LINEA 127
"
06/2017;NACIONAL;"LOS CONSTITUYENTES S.A.T.";"LINEA 111
"
06/2017;NACIONAL;"M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR";"LINEA 90
"
06/2017;NACIONAL;"M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR";"LINEA 151
"
06/2017;NACIONAL;"MAYO S.A.T.A.";"LINEA 141
"
06/2017;NACIONAL;METROVIAS;"LINEA PREMETRO
"
06/2017;NACIONAL;METROVIAS;"LINEA H
"
06/2017;NACIONAL;METROVIAS;"LINEA D
"
06/2017;NACIONAL;METROVIAS;"LINEA C
"
06/2017;NACIONAL;METROVIAS;"LINEA B
"
06/2017;NACIONAL;METROVIAS;"LINEA A
"
06/2017;NACIONAL;METROVIAS;"LINEA E
"
06/2017;NACIONAL;"METROVIAS S.A. (URQUIZA)";"FFCC URQUIZA
"
06/2017;NACIONAL;"MICRO OMNIBUS NORTE S.A.";"LINEA 60
"
06/2017;NACIONAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";"LINEA 159
"
06/2017;NACIONAL;"MICRO OMNIBUS SUR S.A.C.";"LINEA 160
"
06/2017;NACIONAL;"MICROOMNIBUS BARRANCAS DE BELGRANO S.A.";"LINEA 118
"
06/2017;NACIONAL;"MICROOMNIBUS CIUDAD DE BS.AS. S.A.T.C.I";"LINEA 59
"
06/2017;NACIONAL;"MICROOMNIBUS CUARENTA Y CINCO S.A.C.I.F.";"LINEA 45
"
06/2017;NACIONAL;"MICROOMNIBUS CUARENTA Y CINCO S.A.C.I.F.";"LINEA 154
"
06/2017;NACIONAL;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";"LINEA 153 BS AS
"
06/2017;NACIONAL;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";"LINEA 19
"
06/2017;NACIONAL;"NUDO S.A.";"LINEA 6
"
06/2017;NACIONAL;"NUDO S.A.";"LINEA 150
"
06/2017;NACIONAL;"NUDO S.A.";"LINEA 107
"
06/2017;NACIONAL;"NUDO S.A.";"LINEA 50
"
