MODO;EMPRESA;PERIODO;ACTUALIZACION
COLECTIVO;LINEA SESENTA SA;201910;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201301;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201302;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201303;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201304;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201305;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201306;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201307;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201308;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201309;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201310;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201311;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201312;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201401;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201402;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201403;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201404;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201405;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201406;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201407;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201408;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201409;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201410;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201411;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201412;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201501;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201502;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201503;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201504;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201505;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201506;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201507;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201508;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201509;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201510;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201511;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201512;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201601;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201602;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201603;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201604;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201605;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201606;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201607;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201608;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201609;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201610;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201611;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201612;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201701;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201702;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201703;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201704;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201705;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201706;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201707;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201708;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201709;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201710;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201711;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201712;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201801;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201802;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201803;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201804;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201805;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201806;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201807;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201808;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201809;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201810;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201811;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201812;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201901;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201902;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201903;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201904;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201905;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201906;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201907;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201908;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201909;
COLECTIVO;LOS CONSTITUYENTES S.A.T.;201910;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201301;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201302;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201303;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201304;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201305;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201306;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201307;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201308;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201309;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201310;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201311;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201312;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201401;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201402;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201403;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201404;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201405;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201406;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201407;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201408;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201409;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201410;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201411;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201412;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201501;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201502;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201503;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201504;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201505;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201506;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201507;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201508;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201509;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201510;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201511;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201512;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201601;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201602;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201603;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201604;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201605;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201606;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201607;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201608;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201609;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201610;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201611;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201612;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201701;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201702;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201703;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201704;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201705;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201706;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201707;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201708;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201709;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201710;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201711;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201712;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201801;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201802;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201803;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201804;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201805;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201806;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201807;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201808;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201809;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201810;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201811;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201812;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201901;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201902;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201903;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201904;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201905;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201906;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201907;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201908;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201909;
COLECTIVO;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;201910;
COLECTIVO;MAYO S.A.T.A.;201301;
COLECTIVO;MAYO S.A.T.A.;201302;
COLECTIVO;MAYO S.A.T.A.;201303;
COLECTIVO;MAYO S.A.T.A.;201304;
COLECTIVO;MAYO S.A.T.A.;201305;
COLECTIVO;MAYO S.A.T.A.;201306;
COLECTIVO;MAYO S.A.T.A.;201307;
COLECTIVO;MAYO S.A.T.A.;201308;
COLECTIVO;MAYO S.A.T.A.;201309;
COLECTIVO;MAYO S.A.T.A.;201310;
COLECTIVO;MAYO S.A.T.A.;201311;
COLECTIVO;MAYO S.A.T.A.;201312;
COLECTIVO;MAYO S.A.T.A.;201401;
COLECTIVO;MAYO S.A.T.A.;201402;
COLECTIVO;MAYO S.A.T.A.;201403;
COLECTIVO;MAYO S.A.T.A.;201404;
COLECTIVO;MAYO S.A.T.A.;201405;
COLECTIVO;MAYO S.A.T.A.;201406;
COLECTIVO;MAYO S.A.T.A.;201407;
COLECTIVO;MAYO S.A.T.A.;201408;
COLECTIVO;MAYO S.A.T.A.;201409;
COLECTIVO;MAYO S.A.T.A.;201410;
COLECTIVO;MAYO S.A.T.A.;201411;
COLECTIVO;MAYO S.A.T.A.;201412;
COLECTIVO;MAYO S.A.T.A.;201501;
COLECTIVO;MAYO S.A.T.A.;201502;
COLECTIVO;MAYO S.A.T.A.;201503;
COLECTIVO;MAYO S.A.T.A.;201504;
COLECTIVO;MAYO S.A.T.A.;201505;
COLECTIVO;MAYO S.A.T.A.;201506;
COLECTIVO;MAYO S.A.T.A.;201507;
COLECTIVO;MAYO S.A.T.A.;201508;
COLECTIVO;MAYO S.A.T.A.;201509;
COLECTIVO;MAYO S.A.T.A.;201510;
COLECTIVO;MAYO S.A.T.A.;201511;
COLECTIVO;MAYO S.A.T.A.;201512;
COLECTIVO;MAYO S.A.T.A.;201601;
COLECTIVO;MAYO S.A.T.A.;201602;
COLECTIVO;MAYO S.A.T.A.;201603;
COLECTIVO;MAYO S.A.T.A.;201604;
COLECTIVO;MAYO S.A.T.A.;201605;
COLECTIVO;MAYO S.A.T.A.;201606;
COLECTIVO;MAYO S.A.T.A.;201607;
COLECTIVO;MAYO S.A.T.A.;201608;
COLECTIVO;MAYO S.A.T.A.;201609;
COLECTIVO;MAYO S.A.T.A.;201610;
COLECTIVO;MAYO S.A.T.A.;201611;
COLECTIVO;MAYO S.A.T.A.;201612;
COLECTIVO;MAYO S.A.T.A.;201701;
COLECTIVO;MAYO S.A.T.A.;201702;
COLECTIVO;MAYO S.A.T.A.;201703;
COLECTIVO;MAYO S.A.T.A.;201704;
COLECTIVO;MAYO S.A.T.A.;201705;
COLECTIVO;MAYO S.A.T.A.;201706;
COLECTIVO;MAYO S.A.T.A.;201707;
COLECTIVO;MAYO S.A.T.A.;201708;
COLECTIVO;MAYO S.A.T.A.;201709;
COLECTIVO;MAYO S.A.T.A.;201710;
COLECTIVO;MAYO S.A.T.A.;201711;
COLECTIVO;MAYO S.A.T.A.;201712;
COLECTIVO;MAYO S.A.T.A.;201801;
COLECTIVO;MAYO S.A.T.A.;201802;
COLECTIVO;MAYO S.A.T.A.;201803;
COLECTIVO;MAYO S.A.T.A.;201804;
COLECTIVO;MAYO S.A.T.A.;201805;
COLECTIVO;MAYO S.A.T.A.;201806;
COLECTIVO;MAYO S.A.T.A.;201807;
COLECTIVO;MAYO S.A.T.A.;201808;
COLECTIVO;MAYO S.A.T.A.;201809;
COLECTIVO;MAYO S.A.T.A.;201810;
COLECTIVO;MAYO S.A.T.A.;201811;
COLECTIVO;MAYO S.A.T.A.;201812;
COLECTIVO;MAYO S.A.T.A.;201901;
COLECTIVO;MAYO S.A.T.A.;201902;
COLECTIVO;MAYO S.A.T.A.;201903;
COLECTIVO;MAYO S.A.T.A.;201904;
COLECTIVO;MAYO S.A.T.A.;201905;
COLECTIVO;MAYO S.A.T.A.;201906;
COLECTIVO;MAYO S.A.T.A.;201907;
COLECTIVO;MAYO S.A.T.A.;201908;
COLECTIVO;MAYO S.A.T.A.;201909;
COLECTIVO;MAYO S.A.T.A.;201910;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201301;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201302;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201303;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201304;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201305;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201306;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201307;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201308;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201309;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201310;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201311;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201312;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201401;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201402;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201403;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201404;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201405;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201406;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201407;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201408;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201409;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201410;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201411;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201412;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201501;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201502;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201503;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201504;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201505;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201506;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201507;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201508;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201509;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201510;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201511;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201512;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201601;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201602;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201603;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201604;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201605;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201606;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201607;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201608;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201609;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201610;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201611;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201612;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201701;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201702;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201703;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201704;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201705;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201706;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201707;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201708;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201709;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201710;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201711;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201712;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201801;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201802;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201803;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201804;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201805;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201806;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201807;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201808;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201809;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201810;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201811;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201812;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201901;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201902;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201903;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201904;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201905;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201906;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201907;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201908;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201909;
COLECTIVO;MICRO OMNIBUS AVENIDA S.A.;201910;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201301;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201302;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201303;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201304;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201305;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201306;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201307;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201308;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201309;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201310;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201311;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201312;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201401;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201402;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201403;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201404;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201405;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201406;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201407;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201408;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201409;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201410;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201411;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201412;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201501;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201502;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201503;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201504;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201505;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201506;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201507;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201508;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201509;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201510;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201511;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201512;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201601;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201602;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201603;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201604;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201605;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201606;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201607;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201608;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201609;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201610;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201611;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201612;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201701;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201702;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201703;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201704;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201705;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201706;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201707;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201708;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201709;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201710;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201711;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201712;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201801;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201802;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201803;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201804;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201805;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201806;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201807;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201808;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201809;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201810;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201811;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201812;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201901;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201902;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201903;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201904;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201905;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201906;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201907;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201908;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201909;
COLECTIVO;MICRO OMNIBUS ESTE S.A;201910;
COLECTIVO;MICRO OMNIBUS GENERAL SAN MARTIN SAC;201301;
COLECTIVO;MICRO OMNIBUS GENERAL SAN MARTIN SAC;201302;
COLECTIVO;MICRO OMNIBUS GENERAL SAN MARTIN SAC;201303;
COLECTIVO;MICRO OMNIBUS GENERAL SAN MARTIN SAC;201304;
COLECTIVO;MICRO OMNIBUS GENERAL SAN MARTIN SAC;201305;
COLECTIVO;MICRO OMNIBUS GENERAL SAN MARTIN SAC;201306;
COLECTIVO;MICRO OMNIBUS GENERAL SAN MARTIN SAC;201307;
COLECTIVO;MICRO OMNIBUS GENERAL SAN MARTIN SAC;201308;
