anio;jurisdiccion;Empresa;linea
11/2017;PROVINCIAL;"EXPRESO ESTEBAN ECHEVERRIA S.R.L.";"LINEA 306
"
11/2017;PROVINCIAL;"EXPRESO ESTEBAN ECHEVERRIA S.R.L.";"LINEA 222
"
11/2017;PROVINCIAL;"EXPRESO GENERAL SARMIENTO S.A.";"LINEA 448
"
11/2017;PROVINCIAL;"EXPRESO LOMAS S.A.";"LINEA 243
"
11/2017;PROVINCIAL;"EXPRESO NUEVE DE JULIO S.A.";"LINEA 247
"
11/2017;PROVINCIAL;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES";"LINEA 391
"
11/2017;PROVINCIAL;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES";"LINEA 341
"
11/2017;PROVINCIAL;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES";"LINEA 379
"
11/2017;PROVINCIAL;"EXPRESO VILLA GALICIA SAN JOSE S.A.";"LINEA 436
"
11/2017;PROVINCIAL;"EXPRESO VILLA GALICIA SAN JOSE S.A.";"LINEA 293A
"
11/2017;PROVINCIAL;"EXPRESO VILLA GALICIA SAN JOSE S.A.";"LINEA 239B
"
11/2017;PROVINCIAL;"EXPRESO VILLA GALICIA SAN JOSE S.A.";"LINEA 266
"
11/2017;PROVINCIAL;"EXPRESO VILLA GALICIA SAN JOSE S.A.";"LINEA 263A
"
11/2017;PROVINCIAL;"EXPRESO VILLA NUEVA S.A.";"LINEA 257
"
11/2017;PROVINCIAL;"FUERTE BARRAGAN S.A.T.I.C.I.";"LINEA 275
"
11/2017;PROVINCIAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 271
"
11/2017;PROVINCIAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 373
"
11/2017;PROVINCIAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 299
"
11/2017;PROVINCIAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 384
"
11/2017;PROVINCIAL;"LA CABAÑA S.A.";"LINEA 317 BS AS
"
11/2017;PROVINCIAL;"LA CABAÑA S.A.";"LINEA 298
"
11/2017;PROVINCIAL;"LA CABAÑA S.A.";"LINEA 242
"
11/2017;PROVINCIAL;"LA CENTRAL DE ESCOBAR SA";"LINEA 228F
"
11/2017;PROVINCIAL;"LA CENTRAL DE ESCOBAR SA";"LINEA 291
"
11/2017;PROVINCIAL;"LA FLOR DE LUJAN SRL";"LINEA 256
"
11/2017;PROVINCIAL;"LA NUEVA METROPOL S.A.";"LINEA 228A
"
11/2017;PROVINCIAL;"LA NUEVA METROPOL S.A.";"LINEA 365
"
11/2017;PROVINCIAL;"LA PRIMERA DE GRAND BOURG S.A.";"LINEA 315
"
11/2017;PROVINCIAL;"LA PRIMERA DE GRAND BOURG S.A.";"LINEA 440
"
11/2017;PROVINCIAL;"LA PRIMERA DE MARTINEZ S.A";"LINEA 314
"
11/2017;PROVINCIAL;"LIBERTADOR SAN MARTIN SAT";"LINEA 322 BS AS
"
11/2017;PROVINCIAL;"LIBERTADOR SAN MARTIN SAT";"LINEA 336
"
11/2017;PROVINCIAL;"LIBERTADOR SAN MARTIN SAT";"LINEA 392
"
11/2017;PROVINCIAL;"LIBERTADOR SAN MARTIN SAT";"LINEA 327
"
11/2017;PROVINCIAL;"LINEA SESENTA SA";"LINEA 228 B
"
11/2017;PROVINCIAL;"LINEA SESENTA SA";"LINEA 204B
"
11/2017;PROVINCIAL;"LINEA SESENTA SA";"LINEA 430
"
11/2017;PROVINCIAL;"MICRO OMNIBUS AVENIDA S.A.";"LINEA 405
"
11/2017;PROVINCIAL;"MICRO OMNIBUS GENERAL SAN MARTIN SAC";"LINEA 407
"
11/2017;PROVINCIAL;"MICRO OMNIBUS GENERAL SAN MARTIN SAC";"LINEA 333
"
11/2017;PROVINCIAL;"MICRO OMNIBUS GENERAL SAN MARTIN SAC";"LINEA 437
"
11/2017;PROVINCIAL;"MICRO OMNIBUS MITRE S.A.";"LINEA 318
"
11/2017;PROVINCIAL;"MICRO OMNIBUS O´HIGGINS S.A.T.";"LINEA 295
"
11/2017;PROVINCIAL;"MICRO OMNIBUS PRIMERA JUNTA S.A";"LINEA 324
"
11/2017;PROVINCIAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";"LINEA 300
"
11/2017;PROVINCIAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";"LINEA 219
"
11/2017;PROVINCIAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";"LINEA 372
"
11/2017;PROVINCIAL;"MICRO OMNIBUS TIGRE S.A.";"LINEA 228C
"
11/2017;PROVINCIAL;"MICRO OMNIBUS TIGRE S.A.";"LINEA 204
"
11/2017;PROVINCIAL;"MICRO OMNIBUS TIGRE S.A.";"LINEA 228E
"
11/2017;PROVINCIAL;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";"LINEA 253 BS AS
"
11/2017;PROVINCIAL;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";"LINEA 321 BS AS
"
11/2017;PROVINCIAL;"NUEVO IDEAL S.A.";"LINEA 382
"
11/2017;PROVINCIAL;"RUTA BUS S.A.";"LINEA 350
"
11/2017;PROVINCIAL;"RUTA BUS S.A.";"LINEA 313
"
11/2017;PROVINCIAL;"RUTA BUS S.A.";"LINEA 355
"
11/2017;PROVINCIAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 435
"
11/2017;PROVINCIAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 403
"
11/2017;PROVINCIAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 263B
"
11/2017;PROVINCIAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 370
"
11/2017;PROVINCIAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 385
"
11/2017;PROVINCIAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 388
"
11/2017;PROVINCIAL;"TRANSPORTE AUTOMOTORES LA PLATA SA";"LINEA 338
"
11/2017;PROVINCIAL;"TRANSPORTE AUTOMOTORES LA PLATA SA";"LINEA 406
"
11/2017;PROVINCIAL;"TRANSPORTE IDEAL SAN JUSTO S.A.";"LINEA 205
"
11/2017;PROVINCIAL;"TRANSPORTE JOSE HERNANDEZ S.A.C.I.";"LINEA 252
"
11/2017;PROVINCIAL;"TRANSPORTE LA UNION SA";"LINEA 202
"
11/2017;PROVINCIAL;"TRANSPORTE LARRAZABAL C.I.S.A.";"LINEA 421
"
11/2017;PROVINCIAL;"TRANSPORTES ATLANTIDA S.A.C.";"LINEA 410
"
11/2017;PROVINCIAL;"TRANSPORTES ATLANTIDA S.A.C.";"LINEA 429
"
11/2017;PROVINCIAL;"TRANSPORTES AUTOMOTORES  LANUS ESTE S.A.";"LINEA 354
"
11/2017;PROVINCIAL;"TRANSPORTES AUTOMOTORES RIACHUELO S.A.";"LINEA 446
"
11/2017;PROVINCIAL;"TRANSPORTES LA PERLITA S.A.";"LINEA 312
"
11/2017;PROVINCIAL;"TRANSPORTES LA PERLITA S.A.";"LINEA 311
"
11/2017;PROVINCIAL;"TRANSPORTES LA PERLITA S.A.";"LINEA 288
"
11/2017;PROVINCIAL;"TRANSPORTES LA PERLITA S.A.";"LINEA 329
"
11/2017;PROVINCIAL;"TRANSPORTES LA PERLITA S.A.";"LINEA 422
"
11/2017;PROVINCIAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 383
"
11/2017;PROVINCIAL;"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I.";"LINEA 297
"
11/2017;PROVINCIAL;"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I.";"LINEA 238
"
11/2017;PROVINCIAL;"TRANSPORTES VILLA BOSCH SAC el";"LINEA 328
"
11/2017;PROVINCIAL;"UNION PLATENSE SRL";"LINEA 418
"
11/2017;PROVINCIAL;"UNION PLATENSE SRL";"LINEA 214
"
11/2017;PROVINCIAL;"UNION PLATENSE SRL";"LINEA 273
"
10/2017;PROVINCIAL;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I";"LINEA 218
"
10/2017;PROVINCIAL;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I";"LINEA 284
"
10/2017;PROVINCIAL;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I";"LINEA 325
"
10/2017;PROVINCIAL;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I";"LINEA 378
"
10/2017;PROVINCIAL;"AZUL S.A. DE TRANSPORTE AUTOMOTOR";"LINEA 203
"
10/2017;PROVINCIAL;"CIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS SRL";"LINEA 283
"
10/2017;PROVINCIAL;"CIA LA PAZ AMADOR MOURE SACIFIYA";"LINEA 277
"
10/2017;PROVINCIAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278";"LINEA 278
"
10/2017;PROVINCIAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278";"LINEA 293B
"
10/2017;PROVINCIAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278";"LINEA 239A
"
10/2017;PROVINCIAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278";"LINEA 281
"
10/2017;PROVINCIAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278";"LINEA 323
"
10/2017;PROVINCIAL;"COMPAÑIA DE TRANSPORTE VECINAL S.A.";"LINEA 386
"
10/2017;PROVINCIAL;"COMPAÑIA DE TRANSPORTE VECINAL S.A.";"LINEA 326
"
10/2017;PROVINCIAL;"COMPAÑIA ISLEÑA S.R.L.";"LINEA 310
"
10/2017;PROVINCIAL;"COMPAÑIA ISLEÑA S.R.L.";"LINEA 276
"
10/2017;PROVINCIAL;"COMPAÑIA ISLEÑA S.R.L.";"LINEA 237
"
10/2017;PROVINCIAL;"COMPAÑIA NOROESTE S.A.T.";"LINEA 343
"
10/2017;PROVINCIAL;"COMPAÑIA NOROESTE S.A.T.";"LINEA 304
"
10/2017;PROVINCIAL;"COMPAÑIA NOROESTE S.A.T.";"LINEA 289
"
10/2017;PROVINCIAL;"EMPRESA CIUDAD DE SAN FERNANDO SA";"LINEA 371
"
10/2017;PROVINCIAL;"EMPRESA CIUDAD DE SAN FERNANDO SA";"LINEA 445
"
10/2017;PROVINCIAL;"EMPRESA CIUDAD DE SAN FERNANDO SA";"LINEA 264
"
10/2017;PROVINCIAL;"EMPRESA DE TRANSPORTE DEL SUR SRL";"LINEA 404
"
10/2017;PROVINCIAL;"EMPRESA DE TRANSPORTE DEL SUR SRL";"LINEA 200
"
10/2017;PROVINCIAL;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";"LINEA 449
"
10/2017;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 303
"
10/2017;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 302
"
10/2017;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 320
"
10/2017;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 390
"
10/2017;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 464
"
10/2017;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 461
"
10/2017;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 463
"
10/2017;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 462
"
10/2017;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 244
"
10/2017;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 443A
"
10/2017;PROVINCIAL;"EMPRESA LINEA 216 S.A.T.";"LINEA 441
"
10/2017;PROVINCIAL;"EMPRESA LINEA 216 S.A.T.";"LINEA 443
"
10/2017;PROVINCIAL;"EMPRESA LINEA 216 S.A.T.";"LINEA 236
"
10/2017;PROVINCIAL;"EMPRESA LINEA 216 S.A.T.";"LINEA 395
"
10/2017;PROVINCIAL;"EMPRESA LINEA 216 S.A.T.";"LINEA 269
"
10/2017;PROVINCIAL;"EMPRESA LINEA SIETE SAT";"LINEA 307
"
10/2017;PROVINCIAL;"EMPRESA MONTE GRANDE S.A. LINEA 501";"LINEA 394
"
10/2017;PROVINCIAL;"EMPRESA MONTE GRANDE S.A. LINEA 501";"LINEA 245
"
10/2017;PROVINCIAL;"EMPRESA NUEVE DE JULIO S.A.T.";"LINEA 225
"
10/2017;PROVINCIAL;"EMPRESA NUEVE DE JULIO S.A.T.";"LINEA 414
"
10/2017;PROVINCIAL;"EMPRESA NUEVE DE JULIO S.A.T.";"LINEA 215
"
10/2017;PROVINCIAL;"EXPRESO ESTEBAN ECHEVERRIA S.R.L.";"LINEA 222
"
10/2017;PROVINCIAL;"EXPRESO ESTEBAN ECHEVERRIA S.R.L.";"LINEA 306
"
10/2017;PROVINCIAL;"EXPRESO GENERAL SARMIENTO S.A.";"LINEA 448
"
10/2017;PROVINCIAL;"EXPRESO LOMAS S.A.";"LINEA 243
"
10/2017;PROVINCIAL;"EXPRESO NUEVE DE JULIO S.A.";"LINEA 247
"
10/2017;PROVINCIAL;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES";"LINEA 379
"
10/2017;PROVINCIAL;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES";"LINEA 341
"
10/2017;PROVINCIAL;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES";"LINEA 391
"
10/2017;PROVINCIAL;"EXPRESO VILLA GALICIA SAN JOSE S.A.";"LINEA 239B
"
10/2017;PROVINCIAL;"EXPRESO VILLA GALICIA SAN JOSE S.A.";"LINEA 436
"
10/2017;PROVINCIAL;"EXPRESO VILLA GALICIA SAN JOSE S.A.";"LINEA 263A
"
10/2017;PROVINCIAL;"EXPRESO VILLA GALICIA SAN JOSE S.A.";"LINEA 266
"
10/2017;PROVINCIAL;"EXPRESO VILLA GALICIA SAN JOSE S.A.";"LINEA 293A
"
10/2017;PROVINCIAL;"EXPRESO VILLA NUEVA S.A.";"LINEA 257
"
10/2017;PROVINCIAL;"FUERTE BARRAGAN S.A.T.I.C.I.";"LINEA 275
"
10/2017;PROVINCIAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 373
"
10/2017;PROVINCIAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 384
"
10/2017;PROVINCIAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 299
"
10/2017;PROVINCIAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 271
"
10/2017;PROVINCIAL;"LA CABAÑA S.A.";"LINEA 317 BS AS
"
10/2017;PROVINCIAL;"LA CABAÑA S.A.";"LINEA 242
"
10/2017;PROVINCIAL;"LA CABAÑA S.A.";"LINEA 298
"
10/2017;PROVINCIAL;"LA CENTRAL DE ESCOBAR SA";"LINEA 291
"
10/2017;PROVINCIAL;"LA CENTRAL DE ESCOBAR SA";"LINEA 228F
"
10/2017;PROVINCIAL;"LA FLOR DE LUJAN SRL";"LINEA 256
"
10/2017;PROVINCIAL;"LA NUEVA METROPOL S.A.";"LINEA 365
"
10/2017;PROVINCIAL;"LA NUEVA METROPOL S.A.";"LINEA 228A
"
10/2017;PROVINCIAL;"LA PRIMERA DE GRAND BOURG S.A.";"LINEA 315
"
10/2017;PROVINCIAL;"LA PRIMERA DE GRAND BOURG S.A.";"LINEA 440
"
10/2017;PROVINCIAL;"LA PRIMERA DE MARTINEZ S.A";"LINEA 314
"
10/2017;PROVINCIAL;"LIBERTADOR SAN MARTIN SAT";"LINEA 392
"
10/2017;PROVINCIAL;"LIBERTADOR SAN MARTIN SAT";"LINEA 327
"
10/2017;PROVINCIAL;"LIBERTADOR SAN MARTIN SAT";"LINEA 336
"
10/2017;PROVINCIAL;"LIBERTADOR SAN MARTIN SAT";"LINEA 322 BS AS
"
10/2017;PROVINCIAL;"LINEA SESENTA SA";"LINEA 430
"
10/2017;PROVINCIAL;"LINEA SESENTA SA";"LINEA 204B
"
10/2017;PROVINCIAL;"LINEA SESENTA SA";"LINEA 228 B
"
10/2017;PROVINCIAL;"MICRO OMNIBUS AVENIDA S.A.";"LINEA 405
"
10/2017;PROVINCIAL;"MICRO OMNIBUS GENERAL SAN MARTIN SAC";"LINEA 437
"
10/2017;PROVINCIAL;"MICRO OMNIBUS GENERAL SAN MARTIN SAC";"LINEA 333
"
10/2017;PROVINCIAL;"MICRO OMNIBUS GENERAL SAN MARTIN SAC";"LINEA 407
"
10/2017;PROVINCIAL;"MICRO OMNIBUS MITRE S.A.";"LINEA 318
"
10/2017;PROVINCIAL;"MICRO OMNIBUS O´HIGGINS S.A.T.";"LINEA 295
"
10/2017;PROVINCIAL;"MICRO OMNIBUS PRIMERA JUNTA S.A";"LINEA 324
"
10/2017;PROVINCIAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";"LINEA 372
"
10/2017;PROVINCIAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";"LINEA 300
"
10/2017;PROVINCIAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";"LINEA 219
"
10/2017;PROVINCIAL;"MICRO OMNIBUS TIGRE S.A.";"LINEA 204
"
10/2017;PROVINCIAL;"MICRO OMNIBUS TIGRE S.A.";"LINEA 228C
"
10/2017;PROVINCIAL;"MICRO OMNIBUS TIGRE S.A.";"LINEA 228E
"
10/2017;PROVINCIAL;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";"LINEA 321 BS AS
"
10/2017;PROVINCIAL;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";"LINEA 253 BS AS
"
10/2017;PROVINCIAL;"NUEVO IDEAL S.A.";"LINEA 382
"
10/2017;PROVINCIAL;"RUTA BUS S.A.";"LINEA 355
"
10/2017;PROVINCIAL;"RUTA BUS S.A.";"LINEA 313
"
10/2017;PROVINCIAL;"RUTA BUS S.A.";"LINEA 350
"
10/2017;PROVINCIAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 263B
"
10/2017;PROVINCIAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 370
"
10/2017;PROVINCIAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 435
"
10/2017;PROVINCIAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 385
"
10/2017;PROVINCIAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 388
"
10/2017;PROVINCIAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 403
"
10/2017;PROVINCIAL;"TRANSPORTE AUTOMOTORES LA PLATA SA";"LINEA 338
"
10/2017;PROVINCIAL;"TRANSPORTE AUTOMOTORES LA PLATA SA";"LINEA 406
"
10/2017;PROVINCIAL;"TRANSPORTE IDEAL SAN JUSTO S.A.";"LINEA 205
"
10/2017;PROVINCIAL;"TRANSPORTE JOSE HERNANDEZ S.A.C.I.";"LINEA 252
"
10/2017;PROVINCIAL;"TRANSPORTE LA UNION SA";"LINEA 202
"
10/2017;PROVINCIAL;"TRANSPORTE LARRAZABAL C.I.S.A.";"LINEA 421
"
10/2017;PROVINCIAL;"TRANSPORTES ATLANTIDA S.A.C.";"LINEA 410
"
10/2017;PROVINCIAL;"TRANSPORTES ATLANTIDA S.A.C.";"LINEA 429
"
10/2017;PROVINCIAL;"TRANSPORTES AUTOMOTORES  LANUS ESTE S.A.";"LINEA 354
"
10/2017;PROVINCIAL;"TRANSPORTES AUTOMOTORES RIACHUELO S.A.";"LINEA 446
"
10/2017;PROVINCIAL;"TRANSPORTES LA PERLITA S.A.";"LINEA 311
"
10/2017;PROVINCIAL;"TRANSPORTES LA PERLITA S.A.";"LINEA 312
"
10/2017;PROVINCIAL;"TRANSPORTES LA PERLITA S.A.";"LINEA 422
"
10/2017;PROVINCIAL;"TRANSPORTES LA PERLITA S.A.";"LINEA 288
"
10/2017;PROVINCIAL;"TRANSPORTES LA PERLITA S.A.";"LINEA 329
"
10/2017;PROVINCIAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 383
"
10/2017;PROVINCIAL;"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I.";"LINEA 297
"
10/2017;PROVINCIAL;"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I.";"LINEA 238
"
10/2017;PROVINCIAL;"TRANSPORTES VILLA BOSCH SAC el";"LINEA 328
"
10/2017;PROVINCIAL;"UNION PLATENSE SRL";"LINEA 214
"
10/2017;PROVINCIAL;"UNION PLATENSE SRL";"LINEA 418
"
10/2017;PROVINCIAL;"UNION PLATENSE SRL";"LINEA 273
"
09/2017;PROVINCIAL;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I";"LINEA 284
"
09/2017;PROVINCIAL;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I";"LINEA 325
"
09/2017;PROVINCIAL;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I";"LINEA 378
"
09/2017;PROVINCIAL;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I";"LINEA 218
"
09/2017;PROVINCIAL;"AZUL S.A. DE TRANSPORTE AUTOMOTOR";"LINEA 203
"
09/2017;PROVINCIAL;"CIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS SRL";"LINEA 283
"
09/2017;PROVINCIAL;"CIA LA PAZ AMADOR MOURE SACIFIYA";"LINEA 277
"
09/2017;PROVINCIAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278";"LINEA 278
"
09/2017;PROVINCIAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278";"LINEA 281
"
09/2017;PROVINCIAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278";"LINEA 239A
"
09/2017;PROVINCIAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278";"LINEA 323
"
09/2017;PROVINCIAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278";"LINEA 293B
"
09/2017;PROVINCIAL;"COMPAÑIA DE TRANSPORTE VECINAL S.A.";"LINEA 326
"
09/2017;PROVINCIAL;"COMPAÑIA DE TRANSPORTE VECINAL S.A.";"LINEA 386
"
09/2017;PROVINCIAL;"COMPAÑIA ISLEÑA S.R.L.";"LINEA 276
"
09/2017;PROVINCIAL;"COMPAÑIA ISLEÑA S.R.L.";"LINEA 237
"
09/2017;PROVINCIAL;"COMPAÑIA ISLEÑA S.R.L.";"LINEA 310
"
09/2017;PROVINCIAL;"COMPAÑIA NOROESTE S.A.T.";"LINEA 304
"
09/2017;PROVINCIAL;"COMPAÑIA NOROESTE S.A.T.";"LINEA 289
"
09/2017;PROVINCIAL;"COMPAÑIA NOROESTE S.A.T.";"LINEA 343
"
09/2017;PROVINCIAL;"EMPRESA CIUDAD DE SAN FERNANDO SA";"LINEA 264
"
09/2017;PROVINCIAL;"EMPRESA CIUDAD DE SAN FERNANDO SA";"LINEA 371
"
09/2017;PROVINCIAL;"EMPRESA CIUDAD DE SAN FERNANDO SA";"LINEA 445
"
09/2017;PROVINCIAL;"EMPRESA DE TRANSPORTE DEL SUR SRL";"LINEA 200
"
09/2017;PROVINCIAL;"EMPRESA DE TRANSPORTE DEL SUR SRL";"LINEA 404
"
09/2017;PROVINCIAL;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";"LINEA 449
"
09/2017;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 443A
"
09/2017;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 302
"
09/2017;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 303
"
09/2017;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 244
"
09/2017;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 463
"
09/2017;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 320
"
09/2017;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 462
"
09/2017;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 390
"
09/2017;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 464
"
09/2017;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 461
"
09/2017;PROVINCIAL;"EMPRESA LINEA 216 S.A.T.";"LINEA 395
"
09/2017;PROVINCIAL;"EMPRESA LINEA 216 S.A.T.";"LINEA 269
"
09/2017;PROVINCIAL;"EMPRESA LINEA 216 S.A.T.";"LINEA 236
"
09/2017;PROVINCIAL;"EMPRESA LINEA 216 S.A.T.";"LINEA 443
"
09/2017;PROVINCIAL;"EMPRESA LINEA 216 S.A.T.";"LINEA 441
"
09/2017;PROVINCIAL;"EMPRESA LINEA SIETE SAT";"LINEA 307
"
09/2017;PROVINCIAL;"EMPRESA MONTE GRANDE S.A. LINEA 501";"LINEA 394
"
09/2017;PROVINCIAL;"EMPRESA MONTE GRANDE S.A. LINEA 501";"LINEA 245
"
09/2017;PROVINCIAL;"EMPRESA NUEVE DE JULIO S.A.T.";"LINEA 414
"
09/2017;PROVINCIAL;"EMPRESA NUEVE DE JULIO S.A.T.";"LINEA 225
"
09/2017;PROVINCIAL;"EMPRESA NUEVE DE JULIO S.A.T.";"LINEA 215
"
09/2017;PROVINCIAL;"EXPRESO ESTEBAN ECHEVERRIA S.R.L.";"LINEA 222
"
09/2017;PROVINCIAL;"EXPRESO ESTEBAN ECHEVERRIA S.R.L.";"LINEA 306
"
09/2017;PROVINCIAL;"EXPRESO GENERAL SARMIENTO S.A.";"LINEA 448
"
09/2017;PROVINCIAL;"EXPRESO LOMAS S.A.";"LINEA 243
"
09/2017;PROVINCIAL;"EXPRESO NUEVE DE JULIO S.A.";"LINEA 247
"
09/2017;PROVINCIAL;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES";"LINEA 379
"
09/2017;PROVINCIAL;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES";"LINEA 341
"
09/2017;PROVINCIAL;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES";"LINEA 391
"
09/2017;PROVINCIAL;"EXPRESO VILLA GALICIA SAN JOSE S.A.";"LINEA 263A
"
09/2017;PROVINCIAL;"EXPRESO VILLA GALICIA SAN JOSE S.A.";"LINEA 266
"
09/2017;PROVINCIAL;"EXPRESO VILLA GALICIA SAN JOSE S.A.";"LINEA 239B
"
09/2017;PROVINCIAL;"EXPRESO VILLA GALICIA SAN JOSE S.A.";"LINEA 436
"
09/2017;PROVINCIAL;"EXPRESO VILLA GALICIA SAN JOSE S.A.";"LINEA 293A
"
09/2017;PROVINCIAL;"EXPRESO VILLA NUEVA S.A.";"LINEA 257
"
09/2017;PROVINCIAL;"FUERTE BARRAGAN S.A.T.I.C.I.";"LINEA 275
"
09/2017;PROVINCIAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 384
"
09/2017;PROVINCIAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 373
"
09/2017;PROVINCIAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 271
"
09/2017;PROVINCIAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 299
"
09/2017;PROVINCIAL;"LA CABAÑA S.A.";"LINEA 317 BS AS
"
09/2017;PROVINCIAL;"LA CABAÑA S.A.";"LINEA 242
"
09/2017;PROVINCIAL;"LA CABAÑA S.A.";"LINEA 298
"
09/2017;PROVINCIAL;"LA CENTRAL DE ESCOBAR SA";"LINEA 291
"
09/2017;PROVINCIAL;"LA CENTRAL DE ESCOBAR SA";"LINEA 228F
"
09/2017;PROVINCIAL;"LA FLOR DE LUJAN SRL";"LINEA 256
"
